ICAO Code,IATA,Airport Name,City/Town,Country,Latitude Decimal Degrees,Longitude Decimal Degrees
SBBU,BAU,BAURU,BAURU,BRAZIL,-22.345,-49.054
SBBV,BVB,BOA VISTA,BOA VISTA,BRAZIL,2.846,-60.69
SBBW,N/A,BARRA DO GARCAS,BARRA DO GARCAS,BRAZIL,-15.861,-52.389
SBCA,CAC,CASCAVEL,CASCAVEL,BRAZIL,-25,-53.501
SBCC,N/A,CACHIMBO,ITAITUBA,BRAZIL,-9.334,-54.965
SBCF,CNF,TANCREDO NEVES,BELO HORIZONTE,BRAZIL,-19.634,-43.969
SBCG,CGR,CAMPO GRANDE,CAMPO GRANDE,BRAZIL,-20.469,-54.672
SBCH,XAP,CHAPECO,CHAPECO,BRAZIL,-27.134,-52.656
SBCI,CLN,CAROLINA,CAROLINA,BRAZIL,-7.32,-47.459
SBCM,N/A,FORQUILHINHA,CRICIUMA,BRAZIL,-28.726,-49.425
SBCO,N/A,CANOAS,PORTO ALEGRE,BRAZIL,-29.946,-51.144
SBCP,CAW,BARTOLOMEU LISANDRO,CAMPOS,BRAZIL,-21.698,-41.302
SBCR,CMG,CORUMBA INTERNATIONAL,CORUMBA,BRAZIL,-19.012,-57.673
SBCT,CWB,AFONSO PENA,CURITIBA,BRAZIL,-25.528,-49.176
SBCV,CRQ,CARAVELAS,CARAVELAS,BRAZIL,-17.652,-39.253
SBCX,CXJ,CAMPO DOS BUGRES,CAXIAS DO SUL,BRAZIL,-29.197,-51.188
SBCY,CGB,MARECHAL RONDON,CUIABA,BRAZIL,-15.653,-56.117
SBCZ,CZS,CRUZEIRO DO SUL,CRUIZIRO DO SUL,BRAZIL,-7.6,-72.769
SBDN,PPB,PRESIDENTE PRUDENTE,PRESIDENT PRUDENTE,BRAZIL,-22.175,-51.424
SBEG,MAO,EDUARDO GOMES INTERNATIONAL,MANAUS,BRAZIL,-3.039,-60.05
SBEK,N/A,JACAREACANGA,JACARE-ACANGA,BRAZIL,-6.233,-57.777
SBES,N/A,SAO PEDRO DA ALDEIA,SAO PEDRO DA ALDEIA,BRAZIL,-22.813,-42.093
SBFC,FRC,FRANCA,FRANCA,BRAZIL,-20.592,-47.383
SBFI,IGU,CATARATAS INTERNATIONAL,FOZ DO IGUACU,BRAZIL,-25.596,-54.487
SBFL,FLN,HERCILIO LUZ,FLORIANOPOLIS,BRAZIL,-27.672,-48.548
SBFN,FEN,FERNANDO DE NORONHA,FERNANDO DO NORONHA,BRAZIL,-3.855,-32.423
SBFT,N/A,FRONTEIRA,FRONTEIRA,BRAZIL,-20.278,-49.187
SBFU,N/A,FURNAS,ALPINOPOLIS,BRAZIL,-20.703,-46.335
SBFZ,FOR,PINTO MARTINS INTERNATIONAL,FORTALEZA,BRAZIL,-3.776,-38.532
SBGL,GIG,GALEAO ANTONIO CARLOS JOBIM,RIO DE JANEIRO,BRAZIL,-22.809,-43.244
SBGM,N/A,GUAJARA MIRIM,GUAJARA-MIRIM,BRAZIL,-10.786,-65.285
SBGO,GYN,SANTA GENOVEVA,GOIANIA,BRAZIL,-16.631,-49.222
SBGR,GRU,GUARULHOS,SAO PAULO,BRAZIL,-23.432,-46.469
SBGS,N/A,PONTA GROSSA,PONTA GROSSA,BRAZIL,-25.184,-50.144
SBGW,N/A,GUARATINGUETA,GUARATINGUETA,BRAZIL,-22.791,-45.205
SBHT,ATM,ALTAMIRA,ALTAMIRA,BRAZIL,-3.254,-52.254
SBIC,N/A,ITACOATIARA,ITAITUBA,BRAZIL,-3.127,-58.481
SBIH,N/A,ITAITUBA,ITAITUBA,BRAZIL,-4.242,-56.001
SBIL,IOS,ILHEUS,ILHEUS,BRAZIL,-14.816,-39.033
SBIP,IPN,USIMINAS,IPATINGA,BRAZIL,-19.471,-42.488
SBIT,N/A,HIDROELETRICA,ITUMBIARA,BRAZIL,-18.444,-49.213
SBIZ,IMP,IMPERATRIZ,IMPERATRIZ,BRAZIL,-5.531,-47.46
SBJC,N/A,JULIO CESAR,BELEM,BRAZIL,-1.414,-48.461
SBJF,JDF,FRANCISCO DE ASSIS,JUIZ DE FORA,BRAZIL,-21.791,-43.387
SBJP,JPA,INTL. PRES. CASTRO PINTO,JOAO PESSOA,BRAZIL,-7.27,-35.896
SBJV,JOI,JOINVILLE,JOINVILLE,BRAZIL,-26.225,-48.797
SBKP,VCP,VIRACOPOS,CAMPINAS,BRAZIL,-23.008,-47.134
SBLJ,N/A,LAGES,LAJES,BRAZIL,-27.782,-50.281
SBLN,LIP,LINS,LINS,BRAZIL,-21.664,-49.73
SBLO,LDB,LONDRINA,LONDRINA,BRAZIL,-23.334,-51.13
SBLP,LAZ,BOM JESUS DA LAPA,BOM JESUS DA LAPA,BRAZIL,-13.262,-43.408
SBLS,N/A,LAGOA SANTA,LAGOA SANTA,BRAZIL,-19.661,-43.896
SBMA,MAB,MARABA,MARABA,BRAZIL,-5.368,-49.138
SBMD,N/A,MONTE DOURADO,ALMEIRIM,BRAZIL,-0.89,-52.602
SBMG,MGF,MARINGA,MARINGA,BRAZIL,-23.44,-51.907
SBMK,MOC,MONTES CLAROS,MONTES CLAROS,BRAZIL,-16.707,-43.819
SBML,N/A,MARILIA,MARILIA,BRAZIL,-22.197,-49.926
SBMN,N/A,PONTA PELADA,MANAUS,BRAZIL,-3.146,-59.986
SBMO,MCZ,ZUMBI DOS PALMARES,MACEIO,BRAZIL,-9.51,-35.793
SBMQ,MCP,MACAPA,MACAPA,BRAZIL,0.051,-51.072
SBMS,N/A,DIX SEPT ROSADO,MOCORD,BRAZIL,-5.202,-37.364
SBMT,N/A,MARTE,SAO PAULO,BRAZIL,-23.509,-46.638
SBMY,N/A,MANICORE,MANICORE,BRAZIL,-5.811,-61.279
SBNF,NVT,NAVEGANTES ITAJAI,NAVEGANTES,BRAZIL,-26.88,-48.651
SBNM,GEL,SANTO ANGELO,SANTO ANGELO,BRAZIL,-28.282,-54.169
SBNT,NAT,AUGUSTO SEVERO,NATAL,BRAZIL,-5.911,-35.248
SBOI,N/A,OIAPOQUE,OIOIAPOQUE,BRAZIL,3.855,-51.797
SBPA,POA,SALGADO FILHO,PORTO ALEGRE,BRAZIL,-29.994,-51.171
SBPB,N/A,PARNAIBA,PARNAIBA,BRAZIL,-2.894,-41.732
SBPC,POO,POCOS DE CALDAS,POCOS DE CALDAS,BRAZIL,-21.843,-46.568
SBPF,PFB,LAURO KURTZ,PASSO FUNDO,BRAZIL,-28.244,-52.326
SBPK,PET,PELOTAS,PELOTAS,BRAZIL,-31.718,-52.328
SBPL,PNZ,PETROLINA,PETROLINA,BRAZIL,-9.364,-40.564
SBPN,PNB,PORTO NACIONAL,PORTO NACIONAL,BRAZIL,-10.719,-48.4
SBPP,PMG,PONTA PORA,PONTA PORA,BRAZIL,-22.549,-55.703
SBPV,PVH,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,PORTO VELHO,BRAZIL,-8.709,-63.902
SBQV,N/A,VITORIA DA CONQUISTA,VITORIA DA CONQUISTA,BRAZIL,-14.862,-40.863
SBRB,RBR,PRESIDENTE MEDICI,RIO BRANCO,BRAZIL,-9.869,-67.894
SBRF,REC,GUARARAPES,RECIFE,BRAZIL,-8.126,-34.923
SBRG,RIG,RIO GRANDE,RIO GRANDE,BRAZIL,-32.083,-52.166
SBRJ,SDU,SANTOS DUMONT,RIO DE JANEIRO,BRAZIL,-22.91,-43.163
SBRP,RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774
SBSC,STU,SANTA CRUZ,RIO DE JANEIRO,BRAZIL,-22.932,-43.719
SBSJ,SJK,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,BRAZIL,-23.229,-45.861
SBSL,SLZ,MARECHAL CUNHA MACHADO,SAO LUIS,BRAZIL,-2.589,-44.236
SBSM,STM,SANTA MARIA,SANTAREM,BRAZIL,-29.711,-53.688
SBSP,CGH,CONGONHAS,SAO PAULO,BRAZIL,-23.627,-46.655
SBSR,SJP,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,BRAZIL,-20.816,-49.406
SBST,SSZ,SANTOS AIR BASE,SANTOS,BRAZIL,-23.925,-46.288
SBSV,SSA,DEPUTADO LUIS EDUARDO MAGALHAES,SALVADOR,BRAZIL,-12.911,-38.331
SBTB,N/A,TROMBETAS,ORIXIMINA,BRAZIL,-1.489,-56.397
SBTE,THE,SENADOR PETRONIO PORTELLA,TERESINA,BRAZIL,-5.06,-42.823
SBTF,TFF,TEFE,TEFE,BRAZIL,-3.383,-64.724
SBTK,N/A,TARAUACA,TARAUACA,BRAZIL,-8.155,-70.783
SBTL,N/A,TELEMACO BORBA,TELEMACO BORBA,BRAZIL,-24.317,-50.651
SBTS,N/A,TIRIOS,OBIDOS TIRIOS,BRAZIL,2.223,-55.946
SBTT,TBT,TABATINGA,TABATINGA,BRAZIL,-4.256,-69.936
SBTU,TUR,TUCURUI,TUCURUI,BRAZIL,-3.785,-49.719
SBUA,N/A,SAO GABRIEL DA CACHOEIRA,SAO GABRIEL,BRAZIL,-0.148,-66.986
SBUF,PAV,PAULO AFONSO,PAULO ALFONSO,BRAZIL,-9.401,-38.251
SBUG,URG,RUBEM BERTA,URUGUAIANA,BRAZIL,-29.782,-57.038
SBUL,UDI,UBERLANDIA,UBERLANDIA,BRAZIL,-18.883,-48.226
SBUP,N/A,URUBUPUNGA,CASTILHO,BRAZIL,-20.777,-51.565
SBUR,UBA,UBERABA,UBERABA,BRAZIL,-19.765,-47.965
SBVG,VAG,MAJOR BRIGADEIRO TROMPOWSKY,VARGINHA,BRAZIL,-21.59,-45.473
SBVH,BVH,VILHENA,VILHENA,BRAZIL,-12.694,-60.098
SBVT,VIX,GOIABEIRAS,VITORIA,BRAZIL,-20.256,-40.289
SBYA,N/A,IAUARETE,IAUARETE,BRAZIL,0.607,-69.186
SBYS,QPS,CAMPO FONTENELLE,PIRACUNUNGA,BRAZIL,-21.985,-47.338
SCAC,ZUD,PUPELDE,ANCUD,CHILE,-41.906,-73.797
SCAP,WAP,ALTO PALENA,ALTO PALENA,CHILE,-43.615,-71.807
SCAR,ARI,CHACALLUTA,ARICA,CHILE,-18.348,-70.339
SCBA,BBA,BALMACEDA,BALMACEDA,CHILE,-45.916,-71.689
SCBQ,N/A,EL BOSQUE,SANTIAGO,CHILE,-33.562,-70.688
SCCC,CCH,CHILE CHICO,CHILE CHICO,CHILE,-46.582,-71.698
SCCF,CJC,EL LOA,CALAMA,CHILE,-22.499,-68.904
SCCH,N/A,GENERAL BERNARDO O HIGGINS,CHILLAN,CHILE,-36.583,-72.032
SCCI,PUQ,CARLOS IBANEZ DEL CAMPO INTERNATIONAL,PUNTA ARENAS,CHILE,-53.003,-70.855
SCCY,GXQ,TENIENTE VIDAL,COYHAIQUE,CHILE,-45.594,-72.106
SCDA,IQQ,DIEGO ARACENA INTERNATIONAL,IQUIQUE,CHILE,-20.535,-70.181
SCEL,SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786
SCFA,ANF,CERRO MORENO INTERNATIONAL,ANTOFAGASTA,CHILE,-23.444,-70.445
SCFM,N/A,CAPITAN FUENTES MARTINEZ,PORVENIR,CHILE,-53.254,-70.319
SCGE,LSQ,MARIA DOLORES,LOS ANGELES,CHILE,-37.402,-72.426
SCGZ,N/A,GUARDIAMARINA ZANARTU,PUERTO WILLIAMS,CHILE,-54.931,-67.626
SCHA,CPO,CHAMONATE,COPIAPO,CHILE,-27.296,-70.414
SCIC,N/A,GENERAL FREIRE,CURICO,CHILE,-34.967,-71.217
SCIE,CCP,CARRIEL SUR INTERNATIONAL,CONCEPCION,CHILE,-36.773,-73.063
SCIP,IPC,MATAVERI INTERNATIONAL,EASTER ISLAND,CHILE,-27.165,-109.422
SCJO,ZOS,CANAL BAJO CARLOS HOTT SIEBERT,OSORNO,CHILE,-40.611,-73.06
SCLL,N/A,VALLENAR,VALLENAR,CHILE,-28.598,-70.759
SCRG,N/A,DE LA INDEPENDENCIA,RANCAGUA,CHILE,-34.174,-70.776
SCRM,N/A,TENIENTE RODOLFO MARSH MARTIN,ISLA REY JORGE,ANTARCTICA,-62.191,-58.987
SCSE,LSC,LA FLORIDA,LA SERENA,CHILE,-29.916,-71.191
SCSN,N/A,SANTO DOMINGO,SANTO DOMINGO,CHILE,-33.657,-71.616
SCST,N/A,GAMBOA,CASTRO,CHILE,-42.491,-73.774
SCTB,N/A,EULOGIO SANCHEZ,SANTIAGO,CHILE,-33.456,-70.547
SCTC,ZCO,MAQUEHUE,TEMUCO,CHILE,-38.769,-72.636
SCTE,PMC,EL TEPUAL INTERNATIONAL,PUERTO MONTT,CHILE,-41.439,-73.094
SCTI,ULC,LOS CERRILLOS,SANTIAGO,CHILE,-33.493,-70.698
SCTN,WCH,CHAITEN,CHAITEN,CHILE,-42.933,-72.699
SCVD,ZAL,PICHOY,VALDIVIA,CHILE,-39.65,-73.086
SEAM,ATF,CHACHOAN,AMBATO,ECUADOR,-1.212,-78.574
SECM,N/A,HACIENDA CLEMENTINA,CLEMENTIA,ECUADOR,-1.706,-79.379
SECO,OCC,FRANCISCO DE ORELLANA,COCA,ECUADOR,-0.463,-76.986
SECU,CUE,MARISCAL LAMAR,CUENCA,ECUADOR,-2.889,-78.984
SEGS,GPS,SEYMOUR,GALAPAGOS,GALAPAGOS I. (ECUADOR,-0.454,-90.266
SEGU,GYE,SIMON BOLIVAR INTERNATIONAL,GUAYAQUIL,ECUADOR,-2.158,-79.884
SEGZ,N/A,GUALAQUIZA,GUALAQUIZA,ECUADOR,-3.423,-78.573
SEIB,N/A,ATAHUALPA,IBARRA,ECUADOR,0.338,-78.136
SELA,LGQ,LAGO AGRIO,LAGO AGRIO,ECUADOR,0.092,-76.869
SELJ,N/A,HACIENDA LA JULIA,LA JULIA,ECUADOR,-1.704,-79.552
SELM,N/A,LOMA LARGA,LOMA LARGA,ECUADOR,-1.501,-79.481
SELT,N/A,COTOPAXI INTERNATIONAL,LATACUNGA,ECUADOR,-0.907,-78.616
SEMA,N/A,J M VELASCO IBARRA,MACARA,ECUADOR,-4.38,-79.941
SEMC,XMS,MACAS,MACAS,ECUADOR,-2.299,-78.121
SEMH,MCH,GENERAL SERRANO,MACHALA,ECUADOR,-3.269,-79.962
SEMO,N/A,EL CARMEN,MONTALVO,ECUADOR,-2.067,-76.975
SEMT,MEC,ELOY ALFARO INTERNATIONAL,MANTA,ECUADOR,-0.946,-80.678
SEMX,N/A,MARAGROSA,MARAGROSA,ECUADOR,-2.851,-79.804
SEMY,N/A,MARTINICA,MARTINICA,ECUADOR,-1.74,-79.622
SEPD,N/A,PEDERNALES,PEDERNALES,ECUADOR,0.073,-80.052
SEPV,PVO,REALES TAMARINDOS,PORTOVIEJO,ECUADOR,-1.041,-80.472
SEQU,UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,-0.141,-78.488
SERB,N/A,CHIMBORAZO,RIOBAMBA,ECUADOR,-1.654,-78.656
SERO,N/A,VICTOR LARREA,SANTA ROSA,ECUADOR,-3.435,-79.978
SESA,SNC,GENERAL ULPIANO PAEZ,SALINAS,ECUADOR,-2.205,-80.989
SESD,N/A,SANTO DOMINGO LOS COLORADOS,SANTO DOMINGO,ECUADOR,-0.248,-79.214
SEST,N/A,SAN CRISTOBAL,SAN CRISTOBAL,ECUADOR,-0.91,-89.616
SETA,N/A,TAURA,TAURA,ECUADOR,-2.261,-79.689
SETE,N/A,MAYOR GALO TORRES,TENA,ECUADOR,-0.987,-77.819
SETR,TPC,TARAPOA,TARAPOA,ECUADOR,-0.123,-76.337
SETU,TUA,EL ROSAL TENIENTE MANTILLA,TULCAN,ECUADOR,0.809,-77.708
SFAL,N/A,STANLEY,STANLEY,FALKLAND ISLANDS,-51.686,-57.777
SGAS,ASU,SILVIO PETTIROSSI INTERNATIONAL,ASUNCION,PARAGUAY,-25.24,-57.519
SGAY,N/A,JUAN DE AYOLAS,AYOLAS,PARAGUAY,-27.371,-56.854
SGCO,N/A,TENIENTE COL CARMELO PERALTA,CONCEPTION,PARAGUAY,-23.442,-57.427
SGFI,N/A,FILADELFIA,FILADELFIA,PARAGUAY,-22.36,-60.054
SGIB,N/A,ITAIPU,ITAIPU,PARAGUAY,-25.407,-54.619
SGME,N/A,DR LUIS MARIA ARGANA INTERNATIONAL,MARISCAL ESTIGARRIBIA,PARAGUAY,-22.045,-60.622
SGPI,N/A,CARLOS MIGUEL JIMENEZ,PILAR,PARAGUAY,-26.881,-58.318
SKAR,AXM,EL EDEN,ARMENIA,COLOMBIA,4.454,-75.765
SKAS,PUU,TRES DE MAYO,PUERTO ASIS,COLOMBIA,0.505,-76.501
SKBC,N/A,LAS FLORES,EL BANCO,COLOMBIA,9.045,-73.975
SKBG,BGA,PALONEGRO,BUCARAMANGA,COLOMBIA,7.126,-73.185
SKBO,BOG,ELDORADO INTERNATIONAL,BOGOTA,COLOMBIA,4.701,-74.147
SKBQ,BAQ,ERNESTO CORTISSOZ,BARRANQUILLA,COLOMBIA,10.889,-74.781
SKBS,BSC,JOSE CELESTINO MUTIS,BAHIA SOLANO,COLOMBIA,6.203,-77.394
SKBU,BUN,GERARDO TOBAR LOPEZ,BUENAVENTURA,COLOMBIA,3.819,-76.99
SKCC,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,7.928,-72.511
SKCD,COG,MANDINGA,CONDOTO,COLOMBIA,5.072,-76.676
SKCG,CTG,RAFAEL NUNEZ,CARTAGENA,COLOMBIA,10.442,-75.513
SKCL,CLO,ALFONSO BONILLA ARAGON INTERNATIONAL,CALI,COLOMBIA,3.543,-76.381
SKCO,TCO,LA FLORIDA,TUMACO,COLOMBIA,1.814,-78.749
SKCZ,CZU,LAS BRUJAS,COROZAL,COLOMBIA,9.332,-75.286
SKEJ,EJA,YARIGUIES,BARRANCABERMEJA,COLOMBIA,7.024,-73.807
SKFL,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,1.59,-75.564
SKGI,N/A,SANTIAGO VILA,GIRARDOT,COLOMBIA,4.276,-74.797
SKGO,N/A,SANTA ANA,CARTAGO,COLOMBIA,4.758,-75.956
SKGP,GPI,GUAPI,GUAPI,COLOMBIA,2.57,-77.898
SKGY,N/A,GUAYMARAL,GUAYMARAL,COLOMBIA,4.812,-74.065
SKIB,IBE,PERALES,IBAGUE,COLOMBIA,4.421,-75.133
SKIP,IPI,SAN LUIS,IPIALES,COLOMBIA,0.862,-77.672
SKLC,N/A,ANTONIO ROLDAN BETANCOURT,CAREPA,COLOMBIA,7.812,-76.716
SKLM,N/A,LA MINA,LA MINA,COLOMBIA,11.232,-72.49
SKLT,LET,ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,-4.193,-69.943
SKMD,EOH,OLAYA HERRERA,MEDELLIN,COLOMBIA,6.22,-75.591
SKMG,MGN,BARACOA,MAGANGUE,COLOMBIA,9.283,-74.839
SKMR,MTR,LOS GARZONES,MONTERIA,COLOMBIA,8.824,-75.826
SKMU,MVP,FABIO ALBERTO LEON BENTLEY,MITU,COLOMBIA,1.254,-70.234
SKMZ,MZL,LA NUBIA,MANIZALES,COLOMBIA,5.03,-75.465
SKNV,NVA,BENITO SALAS,NEIVA,COLOMBIA,2.95,-75.294
SKOC,OCV,AGUAS CLARAS,OCANA,COLOMBIA,8.315,-73.358
SKOT,OTU,OTU,OTU,COLOMBIA,7.01,-74.715
SKPB,N/A,PUERTO BOLIVAR,PUERTO BOLIVAR,COLOMBIA,12.221,-71.985
SKPC,PCR,PUERTO CARRENO,PUERTO CARRENO,COLOMBIA,6.184,-67.493
SKPE,PEI,MATECANA,PEREIRA,COLOMBIA,4.813,-75.739
SKPI,N/A,PITALITO,PITALITO,COLOMBIA,1.858,-76.086
SKPP,PPN,GUILLERMO LEON VALENCIA,POPAYAN,COLOMBIA,2.454,-76.61
SKPS,PSO,ANTONIO NARINO,PASTO,COLOMBIA,1.396,-77.291
SKPV,PVA,EL EMBRUJO,PROVIDENCIA,COLOMBIA,13.357,-81.358
SKQU,N/A,MARIQUITA,MARIQUITA,COLOMBIA,5.213,-74.884
SKRG,MDE,JOSE MARIA CORDOVA,RIO NEGRO,COLOMBIA,6.164,-75.423
SKRH,RCH,ALMIRANTE PADILLA,RIO HACHA,COLOMBIA,11.526,-72.926
SKSA,RVE,LOS COLONIZADORES,SARAVENA,COLOMBIA,6.958,-71.855
SKSJ,SJE,JORGE E GONZALEZ TORRES,SAN JOSE DEL GUAVIARE,COLOMBIA,2.579,-72.639
SKSM,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,11.119,-74.231
SKSP,ADZ,GUSTAVO ROJAS PINILLA,SAN ANDRES ISLAND,COLOMBIA,12.583,-81.711
SKSV,SVI,EDUARDO FALLA SOLANO,SAN VINCENTE DE CAGUAN,COLOMBIA,2.152,-74.766
SKTD,TDA,TRINIDAD,TRINIDAD,COLOMBIA,5.43,-71.658
SKTM,TME,TAME,TAME,COLOMBIA,6.451,-71.76
SKTU,TRB,GONZALO MEJIA,TURBO,COLOMBIA,8.074,-76.741
SKUC,AUC,SANTIAGO PEREZ,ARAUCA,COLOMBIA,7.069,-70.737
SKUI,UIB,EL CARANO,QUIBDO,COLOMBIA,5.691,-76.641
SKUL,ULQ,FARFAN,TULUA,COLOMBIA,4.088,-76.235
SKVP,VUP,ALFONSO LOPEZ PUMAREJO,VALLEDUPAR,COLOMBIA,10.435,-73.249
SKVV,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,4.168,-73.614
SKYP,N/A,EL YOPAL,EL-YOPAL,COLOMBIA,5.319,-72.384
SLAP,APB,APOLO,APOLO,BOLIVIA,-14.739,-68.411
SLAS,N/A,ASCENSION DE GUARAYOS,ASCENSION DE GUARAYOS,BOLIVIA,-15.719,-63.092
SLBJ,BJO,BERMEJO,BERMEJO,BOLIVIA,-22.769,-64.315
SLCA,CAM,CAMIRI,CAMIRI,BOLIVIA,-20.007,-63.527
SLCB,CBB,JORGE WILSTERMAN,COCHABAMBA,BOLIVIA,-17.421,-66.177
SLCH,N/A,CHIMORE,CHAPACURA,BOLIVIA,-16.99,-65.141
SLCN,N/A,CHARANA,CHARANA,BOLIVIA,-17.594,-69.434
SLCO,CIJ,CAPITAN ANIBAL ARAB,COBIJA,BOLIVIA,-11.04,-68.783
SLCP,CEP,CONCEPCION,CONCEPTION,BOLIVIA,-16.143,-62.026
SLGY,GYA,CAP DE AV EMILIO BELTRAN,GUAYARAMERIN,BOLIVIA,-10.822,-65.346
SLJO,SJB,SAN JOAQUIN,SAN JOAQUIN,BOLIVIA,-13.053,-64.662
SLLP,LPB,EL ALTO INTERNATIONAL,LA PAZ,BOLIVIA,-16.513,-68.192
SLMG,MGD,MAGDALENA,MAGDALENA,BOLIVIA,-13.254,-64.063
SLOR,N/A,JUAN MENDOZA,ORURO,BOLIVIA,-17.963,-67.076
SLPO,POI,CAPITAN NICOLAS ROJAS,POTOSI,BOLIVIA,-19.543,-65.724
SLPS,PSZ,CAP DE AV SALVADOR OGAYA G,PUERTO SUAREZ,BOLIVIA,-18.975,-57.821
SLRA,N/A,SAN RAMON,SAN RAMON,BOLIVIA,-13.264,-64.605
SLRB,N/A,ROBORE,ROBORE,BOLIVIA,-18.328,-59.766
SLRI,RIB,CAP DE AV SELIN ZEITUN LOPEZ,RIBERALTA,BOLIVIA,-11.01,-66.073
SLRQ,RBQ,RURRENABAQUE,RURRENABAQUE,BOLIVIA,-14.428,-67.501
SLRY,N/A,REYES,REYES,BOLIVIA,-14.306,-67.354
SLSA,N/A,SANTA ANA DEL YACUMA,SANTA ANA,BOLIVIA,-13.762,-65.435
SLSB,SRJ,CAPITAN GERMAN QUIROGA G,SAN BORJA,BOLIVIA,-14.857,-66.737
SLSI,N/A,CAP AV JUAN COCHAMANIDIS SAUCEDO,SAN IGNACIO DE VELASCO,BOLIVIA,-16.384,-60.963
SLSM,N/A,SAN IGNACIO DE MOXOS,SAN IGNACIO DE MOXOS,BOLIVIA,-14.966,-65.634
SLSU,SRE,JUANA AZURDUY DE PADILLA,SUCRE,BOLIVIA,-19.007,-65.289
SLTI,N/A,SAN MATIAS,SAN MATHIAS,BOLIVIA,-16.339,-58.402
SLTJ,TJA,CAPITAN ORIEL LEA PLAZA,TARIJA,BOLIVIA,-21.556,-64.701
SLTR,TDD,TTE AV JORGE HENRICH ARAUZ,TRINIDAD,BOLIVIA,-14.819,-64.918
SLVR,VVI,VIRU VIRU INTERNATIONAL,SANTA CRUZ,BOLIVIA,-17.645,-63.135
SMJP,PBM,JOHAN A PENGEL INTERNATIONAL,ZANDERY,SURINAM,5.453,-55.188
SMZO,ORG,ZORG EN HOOP,PARAMARIBO,SURINAM,5.811,-55.191
SOCA,CAY,ROCHAMBEAU,CAYENNE,FRENCH GUYANA,4.82,-52.36
SOOG,N/A,ST GEORGES DE L OYAPOCK,ST.-GEORGES OYAPOCK,FRENCH GUYANA,3.897,-51.804
SPAC,N/A,CIRO ALEGRIA,CIRO ALEGRIA,PERU,-4.607,-77.941
SPAS,N/A,ANDOAS,ANDOAS,PERU,-2.795,-76.466
SPAY,N/A,ATALAYA,ATALAYA,PERU,-10.729,-73.766
SPBB,N/A,MOYOBAMBA,MOYOBAMBA,PERU,-6.019,-76.988
SPBC,N/A,CABALLOCOCHA,CABALLOCOCHA,PERU,-3.917,-70.508
SPBR,N/A,IBERIA,IBERIA,PERU,-11.411,-69.489
SPCL,PCL,CAP FAP DAVID AVENZUR RENGIFO,PUCALLPA,PERU,-8.378,-74.574
SPEO,CHM,TENIENTE FAP JAIME A DE MONTR MORALES,CHIMBOTE,PERU,-9.151,-78.524
SPEP,N/A,PUERTO ESPERANZA,PUERTO ESPERANZA,PERU,-9.768,-70.706
SPEQ,N/A,CESAR TORQUE PODESTA,MOQUEGUA,PERU,-17.179,-70.931
SPGM,TGI,TINGO MARIA,TINGO MARIA,PERU,-9.29,-76.006
SPHI,CIX,CAPT JOSE ABELARDO QUINONES GONZALES,CHICLAYO,PERU,-6.787,-79.828
SPHO,AYP,CORONEL FAP ALFREDO MENDIVIL DUARTE,AYACUCHO,PERU,-13.155,-74.204
SPHY,ANS,ANDAHUAYLAS,ANDAHUAYLAS,PERU,-13.706,-73.35
SPHZ,ATA,COMMANDANTE FAP GERMAN ARIAS GRAZZIANI,ANTA,PERU,-9.347,-77.598
SPIM,LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,-12.022,-77.114
SPJI,JJI,JUANJUI,JUANJUI,PERU,-7.169,-76.728
SPJJ,N/A,JAUJA,JAUJA,PERU,-11.783,-75.473
SPJL,JUL,JULIACA,JULIACA,PERU,-15.467,-70.158
SPJN,N/A,SAN JUAN DE MARCONA,SAN JUAN,PERU,-15.357,-75.136
SPJR,N/A,MAJ GEN FAP ARMANDO REVOREDO IGLESIAS,CAJAMARCA,PERU,-7.136,-78.49
SPLO,N/A,ILO,ILO,PERU,-17.695,-71.344
SPLP,N/A,LAS PALMAS,LAS PALMAS,PERU,-12.161,-76.999
SPME,TBP,PEDRO CANGA,TUMBES,PERU,-3.552,-80.381
SPMS,YMS,MOISES BENZAQUEN RENGIFO,YURIMAGUAS,PERU,-5.894,-76.118
SPNC,N/A,ALFEREZ FAP D F FERNANDINI,HUANUCO,PERU,-9.878,-76.204
SPOL,N/A,COLLIQUE,COLLIQUE,PERU,-11.929,-77.061
SPPY,CHH,CHACHAPOYAS,CHACHAPOYAS,PERU,-6.202,-77.856
SPQT,IQT,CORONEL FAP FRANCISCO SECADA VIGNETTA,IQUITOS,PERU,-3.785,-73.309
SPQU,AQP,RODRIGUEZ BALLON,AREQUIPA,PERU,-16.341,-71.583
